n,id,username,date,content,url
662,1409932361463177221,markeebordes,2021-06-29 17:50:44+00:00,Hoy en día en la Argentina la gente está más asustada por el #kirchnerismo  que por el #COVID19. Decime si no es verdad…. ???,https://twitter.com/markeebordes/status/1409932361463177221
663,1409932342228094983,maucitogd,2021-06-29 17:50:40+00:00,"Se me hace absurdo e increíble que no tengan vacunas para tétanos en los centros de salud. Con la salud del pueblo no se juega, tendrían que garantizar que haya medicamentos y acceso a estos servicios para todos. No todo se trata de COVID-19 @Tu_IMSS @HLGatell @SaludSPPS",https://twitter.com/maucitogd/status/1409932342228094983
664,1409932164561522695,Frischwasser1,2021-06-29 17:49:57+00:00,Alemania ya no es Alemania. Es un equipo cualquiera de viejos que no pueden y niñatos que bajan los brazos. Mucha rodilla en tierra y mucho arcoíris pero poco fútbol y menos sangre. #Euro2021 #EURO2020,https://twitter.com/Frischwasser1/status/1409932164561522695
665,1409932135306346496,_TonOrtiz,2021-06-29 17:49:50+00:00,"#Jujuy Ante la llegada de 50 mil dosis de vacunas COVID-19, desde mañana (30/06) todas las personas de 18 años en adelante podrán onmunizarse de forma  espontanea, en todos los vacunatorios de la provincia.",https://twitter.com/_TonOrtiz/status/1409932135306346496
666,1409931948546478082,paredestv,2021-06-29 17:49:06+00:00,"¿Porqué se producen filas y desórdenes en los vacunatorios móviles?
#COVID19",https://twitter.com/paredestv/status/1409931948546478082
667,1409931839444226048,evelio_prieto,2021-06-29 17:48:40+00:00,"#Covid19 ⚠️YA NO HAY PANDEMIA PARA LOS GOBIERNOS DE OCCIDENTE⚠️ la prueba está en el aforo y todo tipo de imágenes de las gradas del Estadio de WEMBLEY y las que hemos visto en otros partidos;esta mañana el gobierno alemán se quejaba del aforo previsto,pero con la boca pequeña.",https://twitter.com/evelio_prieto/status/1409931839444226048
668,1409931399981830144,Darkpuppy91,2021-06-29 17:46:55+00:00,"En camino a mi primera vacunación como adulto. Espero no hacer el ridiculo. 
PD. Le tengo pavor a las inyecciones #COVID19",https://twitter.com/Darkpuppy91/status/1409931399981830144
669,1409931240887754763,desimasi2,2021-06-29 17:46:17+00:00,"En varios países de Europa a quienes tuvieron #COVID19 , se espacia 3  o 4 meses primera dosis de #VacunaCOVID19. Hace tiempo ya. 

Quien discute estrategias  en PY que pueden diversas y múltiples, pero todas seguras y efectivas? 

Como TODAS las vacunas con esquema completo.",https://twitter.com/desimasi2/status/1409931240887754763
670,1409931123317223427,Guajiritasoy,2021-06-29 17:45:49+00:00,#Cuba sobrepasa el millón de vacunados con sus tres dosis contra la #COVID19 #CubaPorLaVida #YoSiMeVacuno,https://twitter.com/Guajiritasoy/status/1409931123317223427
671,1409931020204494850,YoElPregunton,2021-06-29 17:45:25+00:00,"Aún seguimos en el tiempo, que si tozo por gripa, soy caso Covid 19 😬",https://twitter.com/YoElPregunton/status/1409931020204494850
672,1409930965460434951,ktrltqns,2021-06-29 17:45:12+00:00,Hoy en una entrevista de trabajo me preguntaron si estaba vacunada 🤯 #VacunaCOVID19 #COVID19,https://twitter.com/ktrltqns/status/1409930965460434951
673,1409930934930100234,Pe7erSoy,2021-06-29 17:45:04+00:00,"Venga ese veneno, primera dosis adentro!
#YoMeVacuno 
#COVID19",https://twitter.com/Pe7erSoy/status/1409930934930100234
674,1409930904890454017,PedroAn35724168,2021-06-29 17:44:57+00:00,"Malas noticias, por miedo al Covid-19, más las variantes ( Delta ), una de mis trabajadoras, me entregó Carta de Renuncia 
@sebastianpinera 
@MultigremialN 
@hiranechecho 
@LucasPalaciosC 
@DrEnriqueParis",https://twitter.com/PedroAn35724168/status/1409930904890454017
675,1409930866957205509,NaviZ91,2021-06-29 17:44:48+00:00,En Inglaterra ya no hay Covid? Porque no comprendo esa multitud en las gradas  #Inglaterraalemania #Euro2021 #coronavirus #Covid_19,https://twitter.com/NaviZ91/status/1409930866957205509
676,1409930571996925955,PochoGamboa,2021-06-29 17:43:38+00:00,"mas de 100 santanderanos vienen muriendo por el covid 19, la mayoria de estos cabeza y responsable economicamente de su nucleo familiar..y la gobernacion no hace nada para ayudar a las familias q quedan sin gran parte de su ingreso economico..en que se gasta el dinero publico?",https://twitter.com/PochoGamboa/status/1409930571996925955
677,1409930527918989317,SSocialDignaRD,2021-06-29 17:43:27+00:00,"(Hilo NOTA DE PRENSA
ANTE LAS DECLARACIONES DE LAS ARS PRIVADAS AMENAZANDO CON DEJAR SIN COBERTURA A LA POBLACIÓN DOMINICANA EN LA PANDEMIA DE COVID-19)

#NomasARS",https://twitter.com/SSocialDignaRD/status/1409930527918989317
678,1409930472222773253,FC_Taina_Team,2021-06-29 17:43:14+00:00,"Le queda menos
Nuestro compañero @Cristianrg1995 mucha suerte

Abrirá muchas puertas un camino largo para sea la normalidad más visible la diversidad funcional intelectual un torneo internacional (motivo Covid19 son comunidad autónoma, 2021) de todas las categorías fútbol base",https://twitter.com/FC_Taina_Team/status/1409930472222773253
679,1409930418032361472,nataliaFHN,2021-06-29 17:43:01+00:00,"Lo que no entiendo. Los jóvenes que van a un #viaje  como si fueran mayores de edad y ahora sus padres piden que vuelvan pq son menores de edad. O eres mayor de edad para todo o no. O eres responsable o no.
PD:no les gusta la comida del hotel.
#macrocontagio #Mallorca #COVID19",https://twitter.com/nataliaFHN/status/1409930418032361472
680,1409930392774270987,marceaguilara,2021-06-29 17:42:55+00:00,"1.Solidaridad y atención a problemas directos
2. Visibilización d problemas emergentes a partir COVID-19
3. Propuestas de políticas colaborativas
El rol de las organizaciones sociales durante la pandemia @rghermosillo  en el foro #GobernandoLaPandemia @AsuntosDelSur @NosotrxsMX",https://twitter.com/marceaguilara/status/1409930392774270987
681,1409930352748109826,vgtta,2021-06-29 17:42:45+00:00,"Recomiendo a seguir:
@MeridaEnRevo 
@TahiCris 
@LaBunkeB 
@MaduroCandanga6 
@JuventudBICENT 
@ConElMazoDando 
@APCLibertador_ 
@ElMasDuro1999 
@CaroCarreroCC 
@Covid_19_VEN 
@MafaldaRevoluc1
@ElAranero1
@Tctico4
@mezinpsuv 
@RegiaZurda 
@Mamba_4F 
🟡🔵🔴🔥⭐🔥🟡🔵🔴",https://twitter.com/vgtta/status/1409930352748109826
682,1409930185483468801,fatihuel,2021-06-29 17:42:06+00:00,Añevacunaseeeeeemaaaaa contra el covid19 @msaludpy,https://twitter.com/fatihuel/status/1409930185483468801
683,1409930047734046721,neronelgrua,2021-06-29 17:41:33+00:00,"Ridículo es la alarma que se está creando con los chavales de Mallorca. El problema de que cogieran el covid-19 era que sé lo contagiaron a sus mayores. Estos, ya están vacunados, y ellos, es más fácil que casquen de un coma etílico o un accidente de coche que de covid-19",https://twitter.com/neronelgrua/status/1409930047734046721
684,1409930041438490624,CCOORM,2021-06-29 17:41:31+00:00,"Nuestra Secretaria de Mujer, Anna Mellado, participa estos días en la jornada de #igualdad organizada por @etui donde 35 participantes de toda Europa analizarán el impacto de la Covid 19 y establecerán buenas prácticas y acciones sindicales internacionales para el futuro.",https://twitter.com/CCOORM/status/1409930041438490624
685,1409929995175223301,maricharky,2021-06-29 17:41:20+00:00,"y digo yo: ¿en ese campo de fútbol no hay demasiada gente sin mascarilla, sin distancia de seguridad...? ¿Ya no hay COVID19 ahí? Cuando hablan de ""lo poderoso que es el futbol"" no pensaba que podía hasta con el COVID19...#Inglaterraalemania",https://twitter.com/maricharky/status/1409929995175223301
686,1409929968046555140,Jalil10828906,2021-06-29 17:41:14+00:00,"Quién sabe de @Analist56181232 ?
Su último trino fue en mayo 11.
Hasta dónde yo se el se había contagiado con covid19 .
Hacen falta sus comentarios.",https://twitter.com/Jalil10828906/status/1409929968046555140
687,1409929919090462720,JorgeMarinGo,2021-06-29 17:41:02+00:00,"La presencia de la #CepaBritánica de #COVID19 en el #istmo no nos afecta en lo más mínimo porque aquí se habla #zapoteco y no #inglés.
-Dra. Legarreta",https://twitter.com/JorgeMarinGo/status/1409929919090462720
688,1409929895891832837,RumbalPodio,2021-06-29 17:40:57+00:00,"[PREJUICIOS] Aunque no se pueda creer, todavía hay gente que no quiere aplicarse la vacuna anti #Covid_19 por prejuicios. Entre las ""variadas"" excusas que ponen, algunos dicen que es ""una maniobra política"" 😳 Creer o reventar!",https://twitter.com/RumbalPodio/status/1409929895891832837
689,1409929838891352067,lamerysurfera,2021-06-29 17:40:43+00:00,"¿Las imágenes del Inglaterra-Alemania con el estadio de Wembley hasta los topes y sin mascarillas son de hoy? 😳🤔
#EURO2020 
#COVID19",https://twitter.com/lamerysurfera/status/1409929838891352067
690,1409929803382378498,JulioScarpenti,2021-06-29 17:40:35+00:00,"No se entiende, si el virus Covid-19 es aeróbico o sea q se transmite por aire, por mas frenos q se pongan a la movilidad no se frena, ni tanques de guerra ni ametrállelas en la frontera, q expliquen los científicos 🙏",https://twitter.com/JulioScarpenti/status/1409929803382378498
691,1409929714299453450,MaleCortada,2021-06-29 17:40:13+00:00,"Vengo a declarar lo siguiente:
Segundo día de entrenamiento con uso OBLIGATORIO DE MASCARILLA. Soy consciente de que claramente nos protege, pero si no muero por covid-19 voy a morir por asfixia, osea por no poder respirar bien juro que no exagero. 🥵",https://twitter.com/MaleCortada/status/1409929714299453450
692,1409929596850642946,sosagustina,2021-06-29 17:39:45+00:00,"La gran mayoría de los argentinos está preocupada por llegar a fin de mes, por pagar las facturas de gas y luz en este invierno, por no morir esperando una cama por COVID-19 y realmente este grupo de tilingos que se fueron a vacacionar a Miami quieren convencerme de otra cosa?",https://twitter.com/sosagustina/status/1409929596850642946
693,1409929488339767299,Nannynbv,2021-06-29 17:39:19+00:00,#Covid_19  mi dolor de cabeza  covid no soporta a Piraňa hablando weas CAYENLO por favorrrr,https://twitter.com/Nannynbv/status/1409929488339767299
694,1409929480492228619,jjgibaja,2021-06-29 17:39:18+00:00,Segunda dosis de #Pfizer. 💉💉. Que le den por saco a la #COVID19.,https://twitter.com/jjgibaja/status/1409929480492228619
695,1409929214451716100,EzequielMarGon,2021-06-29 17:38:14+00:00,"Por cierto, 20 mil casos al día (y subiendo) de #Covid_19 en Inglaterra y te ves las gradas de Wembley llenas y la gente sin mascarilla...

¿Destino preferido de los ingleses en verano? España. Así es imposible que mejore nada.",https://twitter.com/EzequielMarGon/status/1409929214451716100
696,1409929170487025671,escambraycu,2021-06-29 17:38:04+00:00,¿Cuál de los candidatos cubanos 💉 más adelantados prefiere para inmunizarse contra la #COVID19 😷? #CubaPorLaSalud @japortalmiranda @manuelr85562400 @RadioSSp @QuijoteCuba @gissellemr @deliaproenza @stormcaptain @istvanojeda @palmera016 @MutisTrelles @yperezmolinet,https://twitter.com/escambraycu/status/1409929170487025671
697,1409929147116363776,BPsteinmueller,2021-06-29 17:37:58+00:00,"Delta Variante - Covid 19 1:0
#ENGGER",https://twitter.com/BPsteinmueller/status/1409929147116363776
698,1409928990303862784,chiogamrs,2021-06-29 17:37:21+00:00,"Exactamente hace un año nos dio covid-19 y el mayor síntoma fue la pérdida del olfato y sentido del gusto. No daban ganas de comer absolutamente nada... fuimos 9 miembros de mi familia, no pasó a mayores realmente muy agradecidos con Dios pues ni dolores de nada.",https://twitter.com/chiogamrs/status/1409928990303862784
699,1409928948088197129,RubenLopJua,2021-06-29 17:37:11+00:00,"Si los culpables son los que van a #Baleares de fiesta sin cuidar las medidas #COVID19 Los que están en el estadio viendo @eurocopa20 Inglaterra Vs. Alemania, saltando, gritando, abrazándose...que son?. Asesinos en potencia?. Me lo expliquen.",https://twitter.com/RubenLopJua/status/1409928948088197129
700,1409928932720271370,Charr0Mx,2021-06-29 17:37:07+00:00,Aproximadamente el 2.2% del total de infectados acumulados por Covid19 ha fallecido en el mundo,https://twitter.com/Charr0Mx/status/1409928932720271370
701,1409928931726303233,aqp_informado,2021-06-29 17:37:07+00:00,"#Arequipa| Con el objetivo de fortalecer el #diagnóstico temprano de casos COVID-19, la Gerencia Regional de Salud de Arequipa distribuyó 46 360 #pruebas #antigénicas en 56 centros de salud y 4 hospitales de las ocho provincias.",https://twitter.com/aqp_informado/status/1409928931726303233
702,1409928817272102918,Petituit1,2021-06-29 17:36:39+00:00,"Tócala otra vez, #Alexa, la del #Covid19! Cuéntame todos los muertos, todos los asintomáticos, todos los idiotas, todas las camas llenas de mutantes, todos los efectos secundarios, todas la máscaras, las incidencias, las coincidencias...Tócala otra vez, gilipoyas!!",https://twitter.com/Petituit1/status/1409928817272102918
703,1409928673478778884,drkblog,2021-06-29 17:36:05+00:00,La vacuna rusa Sputnik V contra el covid-19 ha demostrado no ser efectiva para prevenir el virus en adultos mayores no vacunados. Fuentes allegadas al Kremlin indican.,https://twitter.com/drkblog/status/1409928673478778884
704,1409928657192292357,ReKeNa77,2021-06-29 17:36:01+00:00,#EURO2020 En #wembleystadium no hay #COVID19 ???? Nadie lleva mascarilla.,https://twitter.com/ReKeNa77/status/1409928657192292357
705,1409928535381315591,DrLopezRosetti,2021-06-29 17:35:32+00:00,"#Covid_19 Preguntas que me hacen con frecuencia.

¿Si me dieron la primera dosis de la vacuna contra el covid y luego también tuve covid, me tengo que dar la segunda dosis?",https://twitter.com/DrLopezRosetti/status/1409928535381315591
706,1409928513147318274,spalma41,2021-06-29 17:35:27+00:00,"Viendo las gradas de Wembley, ¿están prohibidas las mascarillas en Londres?
No hay ni una.
Y según los medios españoles, la situación allí es apocalíptica con las variantes deltas variadas.

#Inglaterraalemania 
#EURO2020 
#COVID19",https://twitter.com/spalma41/status/1409928513147318274
707,1409928476761772035,GuilledValle,2021-06-29 17:35:18+00:00,"Odio el exhibicionismo de las redes, pero políticamente nos debemos a todos vosotros. Di positivo ayer en COVID-19. El único patrimonio de los que tenemos poco es el Estado de Bienestar. Gracias a la sanidad pública española, que no merece ni medio recorte más.",https://twitter.com/GuilledValle/status/1409928476761772035
708,1409928382192685059,JorgLopezGr,2021-06-29 17:34:56+00:00,Viendo la Eurocopa noto que el Covid 19 como que solo está en America porque esos estadios están llenos,https://twitter.com/JorgLopezGr/status/1409928382192685059
709,1409928191477567490,OpenSourceRD,2021-06-29 17:34:10+00:00,"Mercado Servicios de código abierto 2021: tamaño y oportunidades de crecimiento con análisis de impacto de Covid-19, ingresos de crecimiento de las principales empresas, tendencias de la industria, participación, oportunidad y pronóstico – Obregon Digit - Obregon Digital …",https://twitter.com/OpenSourceRD/status/1409928191477567490
710,1409927930705334285,CoronavirusSpa1,2021-06-29 17:33:08+00:00,"#ComunidaddeMadrid notifica 782 casos de #COVID19, de los cuales 494 corresponden a las últimas 24 horas, y un fallecido por #coronavirus.",https://twitter.com/CoronavirusSpa1/status/1409927930705334285
711,1409927885587107840,Amiradoxa,2021-06-29 17:32:57+00:00,"Estamos aquí viendo como el caos se desata, todo está en llamas, mientras simplemente vemos a nuestros amigos caer. Les falta el aire y les falta todo, solo escuchamos que en cada familia desde hoy alguien no vuelve a casa. #Covid19",https://twitter.com/Amiradoxa/status/1409927885587107840
712,1409927644729200643,CoronavirusSpa1,2021-06-29 17:32:00+00:00,#CastillayLeón suma 230 nuevos contagios de #COVID19  en las últimas 24 h. #coronavirus,https://twitter.com/CoronavirusSpa1/status/1409927644729200643
713,1409927644565676036,EscribanoJoseM,2021-06-29 17:32:00+00:00,"Todo esto de los Brotes de los jóvenes pasa por, una vez vacunados los grupos de riesgo, no haber empezado una vacunacion masiva como en han hecho en toda Europa. Como siempre, somos los más tonto del globo terráqueo. #COVID19 #España #secuestrogobiernobalear #VarianteDelta",https://twitter.com/EscribanoJoseM/status/1409927644565676036
714,1409927508707979266,lisdaine_g,2021-06-29 17:31:27+00:00,"El director de epidemiología del Ministerio de Salud Pública,@DrDuranGarcia, informó que se diagnosticaron 3080 nuevos casos positivos a la COVID-19  y 17 fallecidos en el país.Las provincias con más casos  fueron Matanzas; La Habana;Santiago de Cuba y Camagüey @RadioRelojCuba",https://twitter.com/lisdaine_g/status/1409927508707979266
715,1409927469399003139,ciudadmiranda,2021-06-29 17:31:18+00:00,covid-19 es la guerra mundial,https://twitter.com/ciudadmiranda/status/1409927469399003139
716,1409927466794328064,sistolediastole,2021-06-29 17:31:17+00:00,"Amanecí bien, amigues.

Solo tuve dolor de piernas y febrícula, se me quitó con paracetamol. Lo que sí es que dormí un ching0 y ahorita me duele el brazo de la vacuna.

#AstraZeneca #COVID19",https://twitter.com/sistolediastole/status/1409927466794328064
717,1409927451166269447,edywfernandez,2021-06-29 17:31:14+00:00,"¿Cuántos vamos a enviar nuestra energía y oraciones para que nuestro querido amigo @LuisEdu620829 salga de esa UCI y se recupere pronto?
Mil gracias...

#COVID19",https://twitter.com/edywfernandez/status/1409927451166269447
718,1409927375685623816,CoronavirusSpa1,2021-06-29 17:30:56+00:00,#Chile: Hoy se reportan 2.637 nuevos casos de #coronavirus y 35 nuevas muertes por #Covid_19 en las últimas 24 h.,https://twitter.com/CoronavirusSpa1/status/1409927375685623816
719,1409927367796178948,RenzoG81,2021-06-29 17:30:54+00:00,Dato: en el Easy del Costanera Center están haciendo test de anticuerpos IgG contra el Covid 19. Es un puro pinchazo en el dedo y demora 15 minutos,https://twitter.com/RenzoG81/status/1409927367796178948
720,1409927266252034055,LaMuy,2021-06-29 17:30:30+00:00,"Tengo una duda, mañana me vacunan de covid19 ¿Me tomo mis medicamentos diarios o es contraproducente? Eutirox alguien sabe?",https://twitter.com/LaMuy/status/1409927266252034055
721,1409927095728418822,CoronavirusSpa1,2021-06-29 17:29:49+00:00,#España: La incidencia se dispara casi siete puntos en 24 horas: 7.091 nuevos casos de #COVID19  y 40 muertes más por #coronavirus en las últimas 24 h.,https://twitter.com/CoronavirusSpa1/status/1409927095728418822
722,1409926730471596037,guty2370,2021-06-29 17:28:22+00:00,"🇨🇺 CUBA

El médico ""cientifico"" cubano que inventó la vacuna Abdala falleció en Cuba victima de #COVID19",https://twitter.com/guty2370/status/1409926730471596037
723,1409926559864135680,guty2370,2021-06-29 17:27:41+00:00,"🇨🇺 CUBA

Al cierre del lunes, 
confirmó 3080 nuevos casos positivos a la #COVID19 la cifra más alta desde inicios de la pandemia y 17 fallecidos.",https://twitter.com/guty2370/status/1409926559864135680
724,1409926550842187783,juanrdlo,2021-06-29 17:27:39+00:00,"Lo mas estupido es que vallas en tu auto, y te exigan que lleves la mascarilla puesta… mas sentido comun por Dios #FIA #covid19 @DenunciaChitre @Chitreanos #Panama",https://twitter.com/juanrdlo/status/1409926550842187783
725,1409926335070416897,sanfelipeinform,2021-06-29 17:26:48+00:00,"Seremi de Salud confirmó 53 nuevos contagios de Covid-19 en Aconcagua.

San Felipe 9
Los Andes 11
San Esteban 4
Santa María 12
Rinconada 3
Calle Larga 2
Llay Llay 6
Catemu 5
Putaendo 1",https://twitter.com/sanfelipeinform/status/1409926335070416897
726,1409926232679063560,HectorRossete,2021-06-29 17:26:23+00:00,"La tercera ola de casos por COVID-19 en nuestro país se puede dar por: 

- Las nueva variantes más contagiosas. 
- Porque el gobierno y la población no entienden la magnitud del problema. 
- Porque cedieron las medidas de prevención.",https://twitter.com/HectorRossete/status/1409926232679063560
727,1409926180493578250,CoronavirusSpa1,2021-06-29 17:26:11+00:00,"#ReinoUnido: Los nuevos casos aumentan un 76% desde la semana pasada, pero las hospitalizaciones disminuyen ligeramente.
 - Casos nuevos: 20.479
 - En el hospital: 1.716
 - En UCI: 284
 - Nuevas muertes: 23
 Población vacunada contra #COVID19:
 1ª dosis: 66,8%
 2ª dosis: 49%",https://twitter.com/CoronavirusSpa1/status/1409926180493578250
728,1409926117830672386,DesdeTocumen,2021-06-29 17:25:56+00:00,"Acá en TOCUMEN no hay ni un solo caso de enfermo COVID19, no conocemos a nadie infectado, ni fallecido. Todos usan mascarillas. Nuestras amistades y familiares no han tenido Covid, todo esto parece raro. Las noticias ponen que estamos en 3era ola pero todo está full tranquilo.",https://twitter.com/DesdeTocumen/status/1409926117830672386
729,1409926115850960902,ManeTron07,2021-06-29 17:25:55+00:00,"Pase por la zona bancaria: militares (de civiles), policias y gente normal sin cubrebocas. Los contagios en julio serán mas rápidos de lo que suponen los medios.
El COVID-19 mata, pero el egoísmo es el tiro de gracia.",https://twitter.com/ManeTron07/status/1409926115850960902
730,1409925684521275396,CoronavirusSpa1,2021-06-29 17:24:12+00:00,#Portugal: 1.746 nuevos casos de #coronavirus y 6 nuevas muertes por #COVID19 en las últimas 24 h.,https://twitter.com/CoronavirusSpa1/status/1409925684521275396
731,1409925672353648644,RaulGarcaPrez1,2021-06-29 17:24:10+00:00,"Hago un llamado a todos los cubanos a cuidarnos nosotros y a quienes nos rodean, cada vez son más los casos de #COVID19 , cualquiera puede estar contagiado, no se confien por favor. #SomosCuba #CubaSalvaVidas #Abdala #DeZurdaTeam",https://twitter.com/RaulGarcaPrez1/status/1409925672353648644
732,1409925658504011776,Desde_Izquierda,2021-06-29 17:24:06+00:00,"#ConferenciaPresidente 

Informamos que ya inició en Sonora la vacunación contra #COVID19 a personas de 18 a 39 años. Las y los habitantes de San Luis Río Colorado, Puerto Peñasco, Altar y General Plutarco Elías Calles recibirán la dosis única de Janssen Johnson &amp; Johnson.",https://twitter.com/Desde_Izquierda/status/1409925658504011776
733,1409925645241655300,Advice_Finanzas,2021-06-29 17:24:03+00:00,"De cada 100 pequeñas y medianas empresas mexicanas, solo 7 han podido acceder al apoyo del gobierno a partir de la pandemia de Covid-19‼️🏬",https://twitter.com/Advice_Finanzas/status/1409925645241655300
734,1409925421626449927,CoronavirusSpa1,2021-06-29 17:23:10+00:00,#Italia: Hoy se reportan 679 nuevos casos de #coronavirus y 42 nuevas muertes por #COVID19,https://twitter.com/CoronavirusSpa1/status/1409925421626449927
735,1409925419160252423,CardenalStereo,2021-06-29 17:23:09+00:00,"#Riohacha @hugoleones⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ El presidente del Concejo de La Jagua del Pilar, Lenin Sierra, denuncia que alrededor del 80% de los habitantes de la zona rural, se encuentran contagiados por COVID-19.",https://twitter.com/CardenalStereo/status/1409925419160252423
736,1409925405767876617,CarlosAfavor,2021-06-29 17:23:06+00:00,Todas las medidas para prevenir el COVID19 se han relajado o las han dejado de aplicar. ¡Cuídense! La pandemia llegó para quedarse.,https://twitter.com/CarlosAfavor/status/1409925405767876617
737,1409925372725051395,MAJO1972,2021-06-29 17:22:58+00:00,"Buenas tardes. Les escribo para que recen por la salud y pronta recuperación de @valienteguerre1, por el guerrero amigo de @JusticiaDorada y por todos los enfermos de Covid19 y cáncer. Que Díos los sane a todos. Bendiciones",https://twitter.com/MAJO1972/status/1409925372725051395
738,1409925082248466432,ozsanmar04,2021-06-29 17:21:49+00:00,"Oiga @HLGatell , si según usted no hay que alarmarse.. ¿por qué volvieron a colocar centros de detección COVID-19 que ya habían quitado? ¿Por que el estacionamiento de Médica Sur otra ves está lleno? Quizás usted no sale a la calle o le ponen una venda, esto anda mal.",https://twitter.com/ozsanmar04/status/1409925082248466432
739,1409925032902594561,Jaime_seb,2021-06-29 17:21:37+00:00,"Con todo y la campaña de desprestigio:
""Indicadores prevén buen crecimiento del PIB en primer semestre. 
La economía colombiana parece retomar el rumbo que traía desde antes del covid-19, y se está reponiendo pausadamente en estos primeros seis meses del año"".
@ElNuevoSiglo",https://twitter.com/Jaime_seb/status/1409925032902594561
740,1409924914388348929,pacodelatorrep,2021-06-29 17:21:09+00:00,"Las incidencias acumuladas en 14 días en Covid_19 por cien mil habitantes en la ciudad de Málaga son 175,5. La subida de 9 puntos en un día es excesiva si queremos frenar y bajar las incidencias. Por el bien de la salud y el empleo de todos! Mucho ánimo y muchas gracias! FTP",https://twitter.com/pacodelatorrep/status/1409924914388348929
741,1409924851993808901,gazyw,2021-06-29 17:20:54+00:00,"Señores @MINSAPma y @presidenciapma  sabemos que las prioridades son vacunar contra el  Covid-19, pero ya es tiempo que reactiven la construcción del Hospitales Manuel Amador Guerrero en Colon, construcción que paralizó Varela  @JairoBolotaC3 @HA_AlexLee @ptorresc3 @AliWaked28",https://twitter.com/gazyw/status/1409924851993808901
742,1409924540529057792,Leonardo_SV1,2021-06-29 17:19:40+00:00,"Pueblo salvadoreño:

Los esfuerzos del presidente @nayibbukele junto a @SaludSV por menguar el impacto del #COVID19  son grandes.

Nadie estaba listo para esta lucha con ninguna herramienta.

Honremos los esfuerzos no bajado la guardia. 

#NoBajemosLaGuardia 🙏🏼",https://twitter.com/Leonardo_SV1/status/1409924540529057792
743,1409924407196368900,Class987FM,2021-06-29 17:19:08+00:00,"🇨🇺 | CUBA

#ULTIMAHORA 3.080 nuevos casos y 17 nuevas muertes por COVID-19 reportadas hoy en Cuba",https://twitter.com/Class987FM/status/1409924407196368900
744,1409924142049206272,ElyRangi,2021-06-29 17:18:05+00:00,"Entiendo que andemos molestos por la situación país, pero si viajas, te piden los documentos y no los llevas ES CULPA TUYA.
Espero q la tipa q le tiro el coche encima a mi hermana en el terminal, lea esto y deje de ser tan tarada. La heriste x hacer su pega!
#Covid_19",https://twitter.com/ElyRangi/status/1409924142049206272
745,1409924049975844867,23_maranatha,2021-06-29 17:17:43+00:00,"Ayer estaban poniendo la vacuna de covid 19 a las personas mayores de 30 años, nadie iva, dos enfermos salieron a la calle  con carteles anunciado la vacunación, pocos ivan y algunos no querian saber de eso.",https://twitter.com/23_maranatha/status/1409924049975844867
746,1409923989892390919,latinas4climate,2021-06-29 17:17:28+00:00,Latinoamérica ha sufrido las consecuencias de la pandemia de forma desproporcional. Tenemos un 8% de la población mundial pero contamos con un tercio de las muertes totales por COVID-19. Nuestras escuelas han permanecido cerradas por más tiempo que en cualquier otra región.,https://twitter.com/latinas4climate/status/1409923989892390919
747,1409923933260890113,lombroso85,2021-06-29 17:17:15+00:00,"Es una barbaridad lo que está ocurriendo con los jóvenes en cuarentena y contagiados tras su viaje a #Baleares...¡nadie les informó que estábamos en #Pandemia por #Covid_19, que deberían guardar las distancias de seguridad, usar #mascarillas y de que había más de 100.000 muertes!",https://twitter.com/lombroso85/status/1409923933260890113
748,1409923929226022914,Class987FM,2021-06-29 17:17:14+00:00,"🇬🇧 | REINO UNIDO 

#ULTIMAHORA 20.479 nuevos casos y 23 nuevas muertes por COVID-19 reportadas hoy en el Reino Unido",https://twitter.com/Class987FM/status/1409923929226022914
749,1409923769569796097,dr_medicologo,2021-06-29 17:16:36+00:00,"Es interesante ver los efectos pleiotropicos de la pandemia por Covid-19.
La mortalidad aumentada por cáncer infantil es una de ellas.",https://twitter.com/dr_medicologo/status/1409923769569796097
750,1409923747390361610,Magaju77,2021-06-29 17:16:31+00:00,"1- Crisis económica.
2- Crisis de salud no solamente por el COVID19.
3- La mayor ola de violencia en la historia.

Así el mal llamado ¨gobierno¨ del matoncito cobarde de @lopezobrador_",https://twitter.com/Magaju77/status/1409923747390361610
751,1409923668252184579,Frischwasser1,2021-06-29 17:16:12+00:00,Lo de que los futbolistas vayan tatuados como lagartos es por algo especial para marcar goles? #EURO2020,https://twitter.com/Frischwasser1/status/1409923668252184579
752,1409923623943557121,FormulaJalisco,2021-06-29 17:16:01+00:00,"#AbriendoLaConversación 

El gobernador de Jalisco, @EnriqueAlfaroR, aseguró que la recuperación económica del estado es prioridad pese a la presencia de rebrotes de COVID-19 en algunos estados del país. 
Señaló que en la entidad hay un leve incremento de casos activos.",https://twitter.com/FormulaJalisco/status/1409923623943557121
753,1409923518284840969,ledoleon,2021-06-29 17:15:36+00:00,"#EsUnaBurla La pésima y mala gestión del alcalde Md @FunemeAlejandro de #Tunja desempleo, inseguridad, malla vial destrozada, manejo del Covid-19 y muchos otros problemas sociales",https://twitter.com/ledoleon/status/1409923518284840969
